Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId
051910,KR7051910008,LG화학,KOSPI,,257000,2,-11000,-4.1,264500,266000,254500,335413,86384035500,18142232151000,70592343,STK
096770,KR7096770003,SK이노베이션,KOSPI,,119200,2,-2200,-1.81,121600,122100,116900,348803,41499634200,18003345299200,151034776,STK
000810,KR7000810002,삼성화재,KOSPI,,360500,2,-1000,-0.28,358000,366000,356000,151357,54519401077,17078628738500,47374837,STK
006400,KR7006400006,삼성SDI,KOSPI,,247000,2,-16000,-6.08,261000,262000,245000,634840,158764603000,16984838910000,68764530,STK
086790,KR7086790003,하나금융지주,KOSPI,,58300,2,-600,-1.02,58100,59200,57400,1451833,84565530962,16746143304000,287240880,STK
259960,KR7259960003,크래프톤,KOSPI,,342000,2,-2000,-0.58,345000,350000,340000,118517,40863736000,16382010330000,47900615,STK
011200,KR7011200003,HMM,KOSPI,,18300,2,-190,-1.03,18470,18470,17810,1030742,18765882140,16123022776800,881039496,STK
196170,KR7196170005,알테오젠,KOSDAQ GLOBAL,기술성장기업부,301500,2,-9000,-2.9,309000,309000,298500,615191,186234715500,16075626642000,53318828,KSQ
009540,KR7009540006,HD한국조선해양,KOSPI,,208500,1,1000,0.48,205500,212000,204000,202344,42226512000,14756194686000,70773116,STK
066570,KR7066570003,LG전자,KOSPI,,86800,2,-1000,-1.14,87400,88100,86700,371618,32366951200,14204630255200,163647814,STK
267260,KR7267260008,HD현대일렉트릭,KOSPI,,388500,1,8500,2.24,375500,397000,364000,502285,192844363000,14004311947500,36047135,STK
012450,KR7012450003,한화에어로스페이스,KOSPI,,305500,2,-14500,-4.53,316500,320500,304000,391304,120926003000,13925044685500,45581161,STK
033780,KR7033780008,KT&G,KOSPI,,110300,2,-3600,-3.16,112700,113600,108500,386779,42628886000,13827483419100,125362497,STK
015760,KR7015760002,한국전력,KOSPI,,21300,2,-250,-1.16,21600,21750,21150,1264645,27086325350,13673834840100,641964077,STK
017670,KR7017670001,SK텔레콤,KOSPI,,57000,2,-600,-1.04,57600,58100,56500,621407,35655569500,12243033021000,214790053,STK
003670,KR7003670007,포스코퓨처엠,KOSPI,,152600,2,-13700,-8.24,167000,167700,152600,676747,105701618000,11820887372000,77463220,STK
003550,KR7003550001,LG,KOSPI,,75000,2,-1600,-2.09,76200,76200,74500,228538,17161295768,11797574475000,157300993,STK
402340,KR7402340004,SK스퀘어,KOSPI,,86800,1,500,0.58,87300,88800,85700,285585,24865783500,11696296528000,134749960,STK
247540,KR7247540008,에코프로비엠,KOSDAQ GLOBAL,우량기업부,118200,2,-10000,-7.8,129000,129200,118200,1088032,131500515500,11560118860800,97801344,KSQ
030200,KR7030200000,KT,KOSPI,,45750,2,-700,-1.51,46450,47100,45350,762676,35014293398,11529992088750,252021685,STK
024110,KR7024110009,기업은행,KOSPI,,14330,2,-280,-1.92,14570,14640,14230,1381086,19878616310,11427112702770,797425869,STK
316140,KR7316140003,우리금융지주,KOSPI,,15240,2,-430,-2.74,15660,15720,15110,3371775,51707775570,11317094475240,742591501,STK
034020,KR7034020008,두산에너빌리티,KOSPI,,17490,2,-150,-0.85,17840,17850,17420,4083393,71926036020,11203414443540,640561146,STK
323410,KR7323410001,카카오뱅크,KOSPI,,23350,2,-700,-2.91,23900,24100,23100,596007,13964813350,11137217673950,476968637,STK
018260,KR7018260000,삼성에스디에스,KOSPI,,133700,2,-5000,-3.6,140000,140000,133100,210760,28440797800,10345411860000,77377800,STK
034730,KR7034730002,SK,KOSPI,,140200,2,-1900,-1.34,141200,142500,139900,106872,15051852100,10164878960600,72502703,STK
042660,KR7042660001,한화오션,KOSPI,,32300,2,-1400,-4.15,33500,33900,32250,2384863,78652764500,9897152626200,306413394,STK
010140,KR7010140002,삼성중공업,KOSPI,,11070,2,-160,-1.42,11180,11300,11030,2719917,30285325560,9741600000000,880000000,STK
028300,KR7028300002,HLB,KOSDAQ,중견기업부,71400,2,-2300,-3.12,73800,73900,71400,525294,37939819500,9381062716200,131387433,KSQ
009150,KR7009150004,삼성전기,KOSPI,,124600,2,-2900,-2.27,126600,126600,123500,475738,59251561700,9306834521600,74693696,STK
000100,KR7000100008,유한양행,KOSPI,,112800,2,-5600,-4.73,117200,117200,110500,1936927,218992603800,9047582419200,80209064,STK
086520,KR7086520004,에코프로,KOSDAQ,우량기업부,67100,2,-4500,-6.28,71800,71800,66500,1333523,90827356000,8933582614000,133138340,KSQ
003490,KR7003490000,대한항공,KOSPI,,24150,2,-450,-1.83,24600,24600,24000,951859,22981685950,8892528963150,368220661,STK
086280,KR7086280005,현대글로비스,KOSPI,,114900,1,900,0.79,114400,115300,113200,129810,14868870400,8617500000000,75000000,STK
352820,KR7352820005,하이브,KOSPI,,202500,2,-2500,-1.22,204500,209000,201000,131571,26893255500,8434549642500,41652097,STK
042700,KR7042700005,한미반도체,KOSPI,,86700,1,2900,3.46,84500,89000,84500,1296581,112816004200,8376456255300,96614259,STK
326030,KR7326030004,SK바이오팜,KOSPI,,105200,2,-100,-0.09,105300,107100,103700,175184,18466815000,8238553900000,78313250,STK
005830,KR7005830005,DB손해보험,KOSPI,,103200,1,200,0.19,101600,104000,101300,161594,16673994400,7306560000000,70800000,STK
047050,KR7047050000,포스코인터내셔널,KOSPI,,39050,2,-450,-1.14,39850,39900,38400,442483,17230797250,6869784871400,175922788,STK
090430,KR7090430000,아모레퍼시픽,KOSPI,,110400,2,-1500,-1.34,112200,112200,109000,225553,24864559300,6457600593600,58492759,STK
443060,KR7443060009,HD현대마린솔루션,KOSPI,,145100,1,100,0.07,145900,149300,143100,92765,13612755900,6449695000000,44450000,STK
010950,KR7010950004,S-Oil,KOSPI,,56700,2,-1400,-2.41,57700,57800,56700,125357,7134411400,6383444306400,112582792,STK
267250,KR7267250009,HD현대,KOSPI,,79800,1,1000,1.27,78200,81500,78200,251787,20264022900,6303648183000,78993085,STK
003230,KR7003230000,삼양식품,KOSPI,,736000,1,7000,0.96,734000,756000,709000,140722,103235094000,5544299040000,7533015,STK
005387,KR7005382007,현대차2우B,KOSPI,,154900,2,-1800,-1.15,156700,157900,154900,91633,14267757700,5539129665900,35759391,STK
010620,KR7010620003,HD현대미포,KOSPI,,137700,1,2400,1.77,135300,138800,133500,289901,39824635300,5500033917300,39942149,STK
088980,KR7088980008,맥쿼리인프라,KOSPI,,11250,1,10,0.09,11240,11280,11220,703306,7908924280,5387872421250,478921993,STK
047810,KR7047810007,한국항공우주,KOSPI,,54400,2,-800,-1.45,55200,55200,53900,458678,24980125700,5302645820800,97475107,STK
064350,KR7064350002,현대로템,KOSPI,,48500,2,-1050,-2.12,50500,50700,48050,1248016,61098807050,5293401210500,109142293,STK
450080,KR7450080007,에코프로머티,KOSPI,,76200,2,-5400,-6.62,81300,81300,74100,692976,53072377600,5263179567600,69070598,STK
051900,KR7051900009,LG생활건강,KOSPI,,322000,2,-15500,-4.59,334500,337500,322000,58091,18937217000,5029059434000,15618197,STK
180640,KR7180640005,한진칼,KOSPI,,75200,2,-2000,-2.59,77100,77500,73900,57024,4299758900,5020523380800,66762279,STK
021240,KR7021240007,코웨이,KOSPI,,67200,2,-300,-0.44,67600,68800,65000,156679,10587157800,4959334396800,73799619,STK
006800,KR7006800007,미래에셋증권,KOSPI,,8400,2,-190,-2.21,8590,8590,8320,509461,4278090880,4916657827200,585316408,STK
161390,KR7161390000,한국타이어앤테크놀로지,KOSPI,,39000,2,-300,-0.76,38750,39550,38300,280098,10940383550,4831127691000,123875069,STK
032640,KR7032640005,LG유플러스,KOSPI,,10960,2,-290,-2.58,11290,11380,10900,1935339,21400813752,4785260516560,436611361,STK
251270,KR7251270005,넷마블,KOSPI,,55600,2,-500,-0.89,56300,56300,55200,66145,3680490300,4779014711200,85953502,STK
010120,KR7010120004,LS ELECTRIC,KOSPI,,159300,1,1800,1.14,158300,162500,155000,322597,51534513300,4779000000000,30000000,STK
029780,KR7029780004,삼성카드,KOSPI,,40950,1,450,1.11,40500,41350,40250,151853,6221082000,4744421586450,115858891,STK
034220,KR7034220004,LG디스플레이,KOSPI,,9250,2,-160,-1.7,9400,9400,9230,1005684,9345966870,4625000000000,500000000,STK
079550,KR7079550000,LIG넥스원,KOSPI,,206500,1,12000,6.17,193700,215000,191600,470874,96562889600,4543000000000,22000000,STK
005940,KR7005940002,NH투자증권,KOSPI,,13790,1,20,0.15,13770,13930,13670,632071,8715509570,4516118803210,327492299,STK
036570,KR7036570000,엔씨소프트,KOSPI,,205500,2,-4000,-1.91,207500,209500,204000,80443,16540639500,4511551521000,21954022,STK
000150,KR7000150003,두산,KOSPI,,265000,1,2500,0.95,269500,273500,261000,159469,42789880500,4378816275000,16523835,STK
298040,KR7298040007,효성중공업,KOSPI,,456500,1,5000,1.11,453000,462000,441500,67493,30709943500,4256656162000,9324548,STK
241560,KR7241560002,두산밥캣,KOSPI,,41750,1,200,0.48,41700,42500,40600,1002195,41803861550,4185402680500,100249166,STK
302440,KR7302440003,SK바이오사이언스,KOSPI,,53200,2,-2400,-4.32,55300,55300,53200,102238,5503582900,4168075987600,78347293,STK
071050,KR7071050009,한국금융지주,KOSPI,,74700,2,-2800,-3.61,76800,77500,73500,183275,13680940500,4162731602400,55725992,STK
016360,KR7016360000,삼성증권,KOSPI,,46550,2,-250,-0.53,47200,47200,45900,415085,19205972000,4156915000000,89300000,STK
011790,KR7011790003,SKC,KOSPI,,108700,2,-1900,-1.72,113000,113800,104700,653194,70927192700,4116283992600,37868298,STK
097950,KR7097950000,CJ제일제당,KOSPI,,266500,2,-3500,-1.3,271000,271000,266500,35701,9575734000,4011940569000,15054186,STK
011070,KR7011070000,LG이노텍,KOSPI,,168200,2,-1500,-0.88,169000,169700,166500,132756,22317834200,3980807397400,23667107,STK
377300,KR7377300009,카카오페이,KOSPI,,29400,2,-1200,-3.92,30600,30800,29350,1010713,30130562650,3958046383200,134627428,STK
271560,KR7271560005,오리온,KOSPI,,99800,2,-1800,-1.77,101100,101700,98500,206133,20608657300,3945705973600,39536132,STK
272210,KR7272210006,한화시스템,KOSPI,,20600,2,-850,-3.96,21600,21650,20300,2641847,54811553150,3891739413400,188919389,STK
141080,KR7141080002,리가켐바이오,KOSDAQ GLOBAL,기술성장기업부,105400,2,-1300,-1.22,106700,109100,103500,383427,40622868200,3858729625200,36610338,KSQ
078930,KR7078930005,GS,KOSPI,,40550,1,250,0.62,40200,41150,39850,362878,14745143050,3767718577900,92915378,STK
005385,KR7005381009,현대차우,KOSPI,,151700,2,-3000,-1.94,154700,155400,151500,92456,14152490600,3621380579600,23871988,STK
035250,KR7035250000,강원랜드,KOSPI,,16810,2,-200,-1.18,17050,17080,16740,505809,8524272610,3596339805000,213940500,STK
307950,KR7307950006,현대오토에버,KOSPI,,130500,2,-1400,-1.06,132600,133300,129700,63001,8266387200,3578829651000,27423982,STK
462870,KR7462870007,시프트업,KOSPI,,61100,2,-1200,-1.93,62000,62600,60900,97145,5979318000,3564251392000,58334720,STK
066970,KR7066970005,엘앤에프,KOSPI,,95700,2,-4200,-4.2,99900,101800,95500,213644,20838777100,3473559546600,36296338,STK
128940,KR7128940004,한미약품,KOSPI,,270500,2,-2000,-0.73,272500,275000,269000,36800,9988673500,3465373065500,12810991,STK
138930,KR7138930003,BNK금융지주,KOSPI,,10740,2,-330,-2.98,11080,11140,10650,2459762,26609586250,3441490447980,320436727,STK
028050,KR7028050003,삼성E&A,KOSPI,,17430,2,-270,-1.53,17680,17880,17430,576129,10122850600,3416280000000,196000000,STK
145020,KR7145020004,휴젤,KOSDAQ GLOBAL,우량기업부,269500,2,-2000,-0.74,270500,276000,266500,75184,20338639000,3396786893500,12604033,KSQ
454910,KR7454910001,두산로보틱스,KOSPI,,52200,2,-1100,-2.06,53700,53700,52200,233404,12264484200,3383602956000,64819980,STK
175330,KR7175330000,JB금융지주,KOSPI,,16910,2,-550,-3.15,17460,17500,16520,1165495,19628119990,3298856878180,195083198,STK
001040,KR7001040005,CJ,KOSPI,,110900,1,6900,6.63,104300,113100,104200,337359,37173018000,3235729078200,29176998,STK
036460,KR7036460004,한국가스공사,KOSPI,,34700,1,850,2.51,34250,35500,33600,1551883,53781356800,3203261100000,92313000,STK
214150,KR7214150005,클래시스,KOSDAQ GLOBAL,우량기업부,48600,2,-300,-0.61,48950,49600,48200,159144,7809118150,3183575027400,65505659,KSQ
006260,KR7006260004,LS,KOSPI,,97800,1,1400,1.45,97000,100300,95500,258460,25395760700,3149160000000,32200000,STK
022100,KR7022100002,포스코DX,KOSPI,,20650,2,-950,-4.4,21850,21850,20500,528245,10981086150,3139517153850,152034729,STK
039490,KR7039490008,키움증권,KOSPI,,120200,2,-600,-0.5,121500,121700,118900,67359,8071797900,3068310061200,25526706,STK
026960,KR7026960005,동서,KOSPI,,29800,2,-300,-1.0,30100,30800,29800,129317,3897131750,2971060000000,99700000,STK
004020,KR7004020004,현대제철,KOSPI,,21850,2,-50,-0.23,21950,22100,21450,418027,9142281300,2915790402250,133445785,STK
058470,KR7058470006,리노공업,KOSDAQ GLOBAL,우량기업부,188700,1,12100,6.85,179400,190600,178000,249887,46797297400,2876235219000,15242370,KSQ
000720,KR7000720003,현대건설,KOSPI,,25800,2,-50,-0.19,25900,26100,25800,354091,9172236900,2872978737000,111355765,STK
009830,KR7009830001,한화솔루션,KOSPI,,16540,2,-390,-2.3,17080,17290,16480,953146,15892895720,2843102545440,171892536,STK
065350,KR7065350001,신성델타테크,KOSDAQ,우량기업부,102800,1,3000,3.01,96900,102800,94000,718401,70342989700,2825349854400,27483948,KSQ
348370,KR7348370008,엔켐,KOSDAQ,벤처기업부,131500,2,-4300,-3.17,135900,136100,129500,256791,33647735900,2775994456000,21110224,KSQ
214450,KR7214450009,파마리서치,KOSDAQ GLOBAL,우량기업부,259500,1,3500,1.37,254000,265500,253000,110189,28723015500,2727241200000,10509600,KSQ
011170,KR7011170008,롯데케미칼,KOSPI,,63100,2,-2200,-3.37,64600,65400,63100,94815,6049910600,2699128938900,42775419,STK
000250,KR7000250001,삼천당제약,KOSDAQ,중견기업부,113900,1,9700,9.31,104200,119600,102700,834624,94318383200,2671806060800,23457472,KSQ
277810,KR7277810008,레인보우로보틱스,KOSDAQ,기술성장기업부,134200,1,2100,1.59,132300,135800,130400,91177,12157782000,2603460943600,19399858,KSQ
011780,KR7011780004,금호석유,KOSPI,,95000,2,-2200,-2.26,97200,97300,95000,78644,7502642700,2596785765000,27334587,STK
004990,KR7004990008,롯데지주,KOSPI,,24300,1,2400,10.96,21900,24650,21850,1481087,35191900000,2549294459100,104909237,STK
068760,KR7068760008,셀트리온제약,KOSDAQ,우량기업부,60600,1,100,0.17,60500,61000,59300,206093,12406956600,2521177372200,41603587,KSQ
035900,KR7035900000,JYP Ent.,KOSDAQ GLOBAL,우량기업부,69200,2,-3800,-5.21,73600,73600,69200,869004,61225573700,2458848446400,35532492,KSQ
081660,KR7081660003,휠라홀딩스,KOSPI,,40900,1,150,0.37,41100,41650,40500,86438,3540502050,2457919815100,60095839,STK
087010,KR7087010005,펩트론,KOSDAQ,기술성장기업부,105400,2,-400,-0.38,106000,109100,103200,529136,56068044400,2455540690000,23297350,KSQ
012750,KR7012750006,에스원,KOSPI,,64300,1,1000,1.58,63300,64700,63200,32968,2117200300,2443347145400,37999178,STK
328130,KR7328130000,루닛,KOSDAQ,기술성장기업부,83800,1,1000,1.21,82000,85800,79600,2114165,173372972900,2425415020000,28942900,KSQ
007070,KR7007070006,GS리테일,KOSPI,,23150,0,0,0.0,0,0,0,0,0,2424219894300,104717922,STK
001450,KR7001450006,현대해상,KOSPI,,25850,2,-550,-2.08,26500,26550,25600,1105565,28654213400,2310990000000,89400000,STK
004370,KR7004370003,농심,KOSPI,,375000,1,4500,1.21,373000,379000,367500,31893,11954011000,2280990750000,6082642,STK
403870,KR7403870009,HPSP,KOSDAQ GLOBAL,중견기업부,27150,1,1100,4.22,26400,27550,26300,1003986,27174757150,2253422198400,82998976,KSQ
062040,KR7062040001,산일전기,KOSPI,,74000,1,400,0.54,73500,76200,72500,664656,49434668900,2252944800000,30445200,STK
018880,KR7018880005,한온시스템,KOSPI,,4175,2,-60,-1.42,4235,4320,4150,1076465,4541190570,2228615000000,533800000,STK
017800,KR7017800004,현대엘리베이,KOSPI,,56700,3,0,0.0,57100,57300,54900,244274,13708285900,2216538229500,39092385,STK
001440,KR7001440007,대한전선,KOSPI,,11790,2,-250,-2.08,12130,12230,11760,2119455,25315274290,2198213667000,186447300,STK
030000,KR7030000004,제일기획,KOSPI,,19010,1,660,3.6,18450,19130,18360,1013175,19198159420,2186933687250,115041225,STK
088350,KR7088350004,한화생명,KOSPI,,2455,2,-140,-5.39,2610,2610,2440,5967557,14825186500,2132241150000,868530000,STK
002380,KR7002380004,KCC,KOSPI,,237500,1,1000,0.42,237500,238500,233000,13864,3275957500,2110536862500,8886471,STK
950160,KR8840120008,코오롱티슈진,KOSDAQ,외국기업(소속부없음),26100,2,-1700,-6.12,27700,28600,24750,987572,26047741750,2074073301000,79466410,KSQ
052690,KR7052690005,한전기술,KOSPI,,54200,1,1700,3.24,53200,54500,52300,206429,11090963900,2071524000000,38220000,STK
000880,KR7000880005,한화,KOSPI,,27350,2,-550,-1.97,28050,28500,27200,577150,15962632150,2050121402250,74958735,STK
383220,KR7383220001,F&F,KOSPI,,53500,1,900,1.71,52600,54300,52400,74640,3986835400,2049428512500,38307075,STK
008930,KR7008930000,한미사이언스,KOSPI,,29800,2,-550,-1.81,30500,30650,29750,197103,5922040950,2038068190000,68391550,STK
204320,KR7204320006,HL만도,KOSPI,,43400,1,700,1.64,43000,44250,42600,195105,8440383550,2037939008000,46957120,STK
051600,KR7051600005,한전KPS,KOSPI,,45100,1,1700,3.92,43900,45100,43550,421247,18878086300,2029500000000,45000000,STK
278470,KR7278470000,에이피알,KOSPI,,52800,2,-1500,-2.76,54100,54200,52500,228601,12130981600,2013046992000,38125890,STK
012510,KR7012510004,더존비즈온,KOSPI,,66200,2,-800,-1.19,67700,69000,66000,196123,13166832500,2011340300800,30382784,STK
006280,KR7006280002,녹십자,KOSPI,,170300,1,1000,0.59,169500,171900,167300,48167,8167972200,1990217421400,11686538,STK
018670,KR7018670000,SK가스,KOSPI,,208500,3,0,0.0,208500,212500,205500,7440,1563215500,1924505874000,9230244,STK
000240,KR7000240002,한국앤컴퍼니,KOSPI,,19990,1,2430,13.84,17500,21900,17280,1807438,36487409100,1897755447600,94935240,STK
000120,KR7000120006,CJ대한통운,KOSPI,,82600,2,-1400,-1.67,84000,84300,82600,43784,3640943200,1884299614400,22812344,STK
257720,KR7257720003,실리콘투,KOSDAQ,벤처기업부,30850,1,550,1.82,30550,30950,29600,847743,25775329800,1877939268900,60873234,KSQ
282330,KR7282330000,BGF리테일,KOSPI,,108200,1,5000,4.84,102900,109100,102800,114074,12187442300,1870118629200,17283906,STK
009420,KR7009420001,한올바이오파마,KOSPI,,35750,1,1150,3.32,35150,36500,34600,548754,19627551400,1867602808500,52240638,STK
111770,KR7111770004,영원무역,KOSPI,,41650,1,50,0.12,41650,42000,41000,76285,3162594350,1845572642200,44311468,STK
028670,KR7028670008,팬오션,KOSPI,,3440,3,0,0.0,3460,3460,3415,871050,2994083810,1838919121280,534569512,STK
002790,KR7002790004,아모레G,KOSPI,,22250,2,-350,-1.55,22650,22650,22250,86559,1936300950,1834694505000,82458180,STK
263750,KR7263750002,펄어비스,KOSDAQ GLOBAL,우량기업부,28300,2,-350,-1.22,28650,28800,27950,639613,18097324700,1818214296500,64247855,KSQ
005070,KR7005070008,코스모신소재,KOSPI,,55600,2,-2400,-4.14,58200,58700,55200,328523,18345178000,1807598033600,32510756,STK
237690,KR7237690003,에스티팜,KOSDAQ GLOBAL,우량기업부,89300,1,300,0.34,89600,90100,88000,87728,7807780000,1798083183000,20135310,KSQ
489790,KR7489790006,한화인더스트리얼솔루션즈,KOSPI,,35200,2,-250,-0.71,35850,36700,35100,850131,30545687400,1777191328000,50488390,STK
041510,KR7041510009,에스엠,KOSDAQ,우량기업부,76000,2,-3300,-4.16,79900,80000,75700,204818,15734774700,1774875652000,23353627,KSQ
139480,KR7139480008,이마트,KOSPI,,62900,2,-1100,-1.72,64000,65000,62800,105687,6699961700,1753389015100,27875819,STK
112610,KR7112610001,씨에스윈드,KOSPI,,41450,2,-650,-1.54,42200,42500,41150,237083,9878739300,1748004654350,42171403,STK
039030,KR7039030002,이오테크닉스,KOSDAQ GLOBAL,우량기업부,140700,1,10500,8.06,131400,142500,131400,215066,29490807600,1733360685000,12319550,KSQ
361610,KR7361610009,SK아이이테크놀로지,KOSPI,,23800,2,-1000,-4.03,25000,25000,23750,201131,4835173850,1696882689600,71297592,STK
192820,KR7192820009,코스맥스,KOSPI,,149000,1,100,0.07,150000,150000,141800,126939,18541847500,1691076841000,11349509,STK
007660,KR7007660004,이수페타시스,KOSPI,,26700,1,1750,7.01,25600,26800,24850,8097541,211107566600,1688679387300,63246419,STK
001570,KR7001570001,금양,KOSPI,,25700,2,-2950,-10.3,29600,29650,25400,3826742,100884377250,1643956937200,63967196,STK
007310,KR7007310006,오뚜기,KOSPI,,408000,1,5000,1.24,403500,412000,402500,3071,1250508500,1635194640000,4007830,STK
023530,KR7023530009,롯데쇼핑,KOSPI,,57700,1,600,1.05,57100,58900,56900,105673,6113171700,1632261163500,28288755,STK
178320,KR7178320008,서진시스템,KOSDAQ,우량기업부,28800,2,-1200,-4.0,29950,30150,28600,747266,21721447750,1619941075200,56247954,KSQ
006360,KR7006360002,GS건설,KOSPI,,18430,1,130,0.71,18400,18660,18180,347343,6384144960,1577266860700,85581490,STK
293490,KR7293490009,카카오게임즈,KOSDAQ GLOBAL,우량기업부,18950,2,-350,-1.81,19260,19620,18890,1266299,24420428090,1569723799550,82835029,KSQ
000990,KR7000990002,DB하이텍,KOSPI,,35200,1,1150,3.38,34700,35300,33950,368691,12807759200,1562830297600,44398588,STK
018290,KR7018290007,브이티,KOSDAQ,우량기업부,43200,2,-100,-0.23,43300,43900,42350,735884,31807760200,1546473902400,35798007,KSQ
008770,KR7008770000,호텔신라,KOSPI,,39350,2,-150,-0.38,39500,39650,38900,106261,4170798950,1544413561350,39248121,STK
069620,KR7069620003,대웅제약,KOSPI,,131400,1,4500,3.55,126800,132900,126200,42239,5525096800,1522475955000,11586575,STK
003690,KR7003690005,코리안리,KOSPI,,7800,2,-170,-2.13,8000,8010,7780,1075496,8495842330,1519604041800,194821031,STK
000080,KR7000080002,하이트진로,KOSPI,,21200,3,0,0.0,21250,21350,21050,141709,3002918950,1486832553200,70133611,STK
005850,KR7005850003,에스엘,KOSPI,,31850,1,750,2.41,31450,32050,31150,58891,1861168500,1479385362000,46448520,STK
140860,KR7140860008,파크시스템스,KOSDAQ,우량기업부,210500,1,3500,1.69,205500,212500,201500,29822,6148705000,1470463958500,6985577,KSQ
095340,KR7095340006,ISC,KOSDAQ,우량기업부,67400,1,1100,1.66,68000,69700,65500,345258,23378749500,1428681709200,21197058,KSQ
036930,KR7036930006,주성엔지니어링,KOSDAQ GLOBAL,우량기업부,30200,1,350,1.17,30250,31100,30200,755603,22985286150,1427503294200,47268321,KSQ
139130,KR7139130009,DGB금융지주,KOSPI,,8370,2,-360,-4.12,8760,8800,8340,1561853,13204311870,1415750622210,169145833,STK
310210,KR7310210000,보로노이,KOSDAQ,기술성장기업부,77000,2,-1100,-1.41,77400,78300,74300,186262,14224174800,1413457584000,18356592,KSQ
006040,KR7006040000,동원산업,KOSPI,,39150,2,-50,-0.13,39250,39600,38550,17796,691553950,1410257189250,36021895,STK
137310,KR7137310009,에스디바이오센서,KOSPI,,11320,1,20,0.18,11210,11340,11160,119075,1342688830,1409083635960,124477353,STK
298380,KR7298380007,에이비엘바이오,KOSDAQ,기술성장기업부,29000,2,-100,-0.34,29100,29600,28350,456625,13256399200,1400176318000,48281942,KSQ
073240,KR7073240004,금호타이어,KOSPI,,4855,1,130,2.75,4755,4910,4735,754597,3650764830,1394648693385,287260287,STK
103140,KR7103140000,풍산,KOSPI,,49600,2,-1600,-3.13,51300,51900,49050,317539,15841218250,1390004188800,28024278,STK
047040,KR7047040001,대우건설,KOSPI,,3335,2,-35,-1.04,3370,3410,3315,795903,2666578135,1386101497730,415622638,STK
253450,KR7253450001,스튜디오드래곤,KOSDAQ GLOBAL,우량기업부,45950,2,-1300,-2.75,47250,47850,45900,83987,3905814500,1381187983100,30058498,KSQ
007390,KR7007390008,네이처셀,KOSDAQ,중견기업부,21200,2,-1100,-4.93,22350,22350,21150,876286,18810929050,1364371707200,64357156,KSQ
082740,KR7082740002,한화엔진,KOSPI,,16270,2,-310,-1.87,16590,16910,16150,575125,9492170510,1357685000340,83447142,STK
042670,KR7042670000,HD현대인프라코어,KOSPI,,7000,2,-100,-1.41,7120,7170,6980,1016361,7155393760,1348591069000,192655867,STK
214370,KR7214370009,케어젠,KOSDAQ,벤처기업부,25100,1,50,0.2,25450,25450,24450,116569,2899578450,1348246500000,53715000,KSQ
